매장명,주소,전화번호,카테고리,카카오맵링크
중고폰뱅크 서울신풍점,서울 영등포구 신풍로 28 에코동 지하2층 B216호,010-2174-4333,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 옆커폰 영등포양평역점,서울 영등포구 선유서로24길 6 영등포 중흥 S-CLASS 1층 115호,010-8302-5234,,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 청년폰 영등포점,서울 영등포구 영등포로 106 102동 상가동 123호,010-6218-7471,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
선불유심 개통 선불폰대리점,서울 영등포구 영중로 22 401호,010-5188-8887,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 옆커폰 당산점,서울 영등포구 당산로 205 당산역 해링턴타워 1층 101호,010-9854-1611,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
티플러스,서울 영등포구 디지털로51길 10,010-6663-5555,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
잎슬,서울 영등포구 선유로49길 23 선유도역2차 아이에스비즈타워 1512호,010-4342-8122,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 천하통일 신길점,서울 영등포구 여의대방로 197 1층,010-2733-3700,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
윈윈커뮤니티,서울 영등포구 영신로19길 22 1층,010-8300-6946,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
국제통신,서울 영등포구 디지털로37길 6,010-5323-7828,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
백곰모바일,서울 영등포구 당산로 175 삼익플라주아파트 1층 105호,010-7267-5557,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
스타포레스트,서울 영등포구 여의서로 43 한서리버파크오피스텔 9층 915호,010-9979-4999,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
영등포 선불폰 선불유심,서울 영등포구 영중로 65 2층 205호,010-2676-3828,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
장성통신,서울 영등포구 대림로29길 36 1층,010-4487-8099,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
케이케이모바일,서울 영등포구 디지털로54길 25,010-4745-9938,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
소녀폰 목동오목교점,서울 양천구 오목로 345 목동슬로우스퀘어 B111호,010-3464-4995,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
현대모바일,서울 양천구 목동동로12길 52 1층,010-4836-8058,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 청년폰 신도림테크노마트점,서울 구로구 새말로 97 신도림테크노마트 9층 112호,010-9939-2860,,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 정직폰,서울 구로구 새말로 97 신도림테크노마트 9층 296호,010-4526-9987,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
신도림휴대폰성지,"서울 구로구 새말로 97 신도림테크노 9층 183호, 20번(희망) 강철 옆매장",010-5764-0320,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 서울지점,서울 구로구 새말로 97 신도림테크노마트 판매동 9층 327호,010-5564-1343,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 도매폰 목동점,서울 양천구 목동중앙로 97 청우빌딩 1층 102호,010-3946-9400,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
다이렉트텔레콤,"서울 구로구 새말로 97 신도림테크노마트 9층 87,88,89호",010-5019-7017,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
퀸모바일,서울 구로구 새말로 97 신도림테크노마트 9층 30번,010-8289-9403,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
러너모바일,서울 구로구 새말로 97 신도림테크노마트 9층 15번,010-8836-9907,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
KR모바일 구로신도림14호점,서울 구로구 새말로 97 신도림테크노마트 9층 27번 노랑기둥,010-9791-9727,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
지우모바일,서울 구로구 새말로 97 신도림테크노마트 9층 35호,010-2285-4233,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
아이애플,서울 구로구 새말로 97 신도림테크노마트 9층 37번,010-9900-9955,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 밴드폰 신도림점,서울 구로구 새말로 102 신도림포스빌 1층 108호,010-7173-1014,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
제이엠 모바일,"서울 구로구 새말로 97 신도림테크노마트 9층 12, 13번기둥 제이엠",010-5531-2044,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
시아,"서울 구로구 새말로 97 신도림테크노마트 9층 109~110, 115호",010-6715-0404,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
해피통신,서울 구로구 새말로 97 9층 10번,010-5605-2227,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
두모바일,서울 구로구 새말로 97 신도림테크노마트 9층 150호,010-5555-6546,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
충성모바일,서울 구로구 새말로 97 9층 33번,010-8323-5366,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
MS모바일,서울 구로구 새말로 97 신도림테크노마트 9층 25호,010-2714-5069,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
강철통신,"서울 구로구 새말로 97 신도림테크노마트 9층 220, 221호",010-6666-1704,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
세모지,서울 구로구 새말로 97 신도림테크노마트 210~211호,010-9245-4345,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
메이트통신,서울 구로구 새말로 97 신도림테크노마트 3층,010-7100-2090,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴고모바일,"서울 구로구 새말로 97 신도림테크노마트 9층 152,161호",010-3609-0296,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
싸요폰,서울 구로구 새말로 97 9층 19번,010-2094-9927,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%81%EB%93%B1%ED%8F%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
