매장명,주소,전화번호,카테고리,카카오맵링크
휴대폰성지 구로프로모바일,서울 구로구 구로중앙로 229 월드프라자 1층 17호 휴대폰성지 구로 프로모바일,010-9998-2155,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
휴대폰성지 패밀리모바일 불로점,인천 서구 검단로768번길 17 불로동금호어울림아파트 상가 1층 105호,010-6681-9950,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
휴대폰성지 패밀리모바일 연희점,인천 서구 연희로 20 1층 101호,010-7324-1305,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
휴대폰성지 우주모바일,인천 남동구 구월로 60 1층,010-8008-8408,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
핸드폰성지 패밀리모바일 당하점,인천 서구 청마로 171 청석빌딩 102호,010-7512-8179,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
인천 휴대폰성지 말포이모바일 주안점,인천 미추홀구 석정로440번길 20 1층 102호,010-5842-4223,,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
휴대폰성지 패밀리모바일 루원시티점,인천 서구 봉오재3로 66 루원시티프라디움 상가1동 107호,010-9662-9107,,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
휴대폰성지 패밀리모바일 심곡점,인천 서구 탁옥로 31 태영프라자 1층 105호,010-4282-9080,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
휴대폰성지 쿠키모바일,인천 서구 가정로151번길 4 가좌코오롱하늘채메트로 103동 1층 110호,010-8110-7778,통신기기,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
인천핸드폰성지 의형제모바일,인천 연수구 용담로 129 1층,010-2112-8982,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
