매장명,주소,전화번호,카테고리,카카오맵링크
소녀폰 인천작전역점,인천 계양구 계양대로 96 2층 203호,010-4833-9132,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%9D%B8%EC%B2%9C&tab=place#none
소녀폰 인천송도점,인천 연수구 신송로 122 송도프라자 3층 314호,010-7773-4085,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%9D%B8%EC%B2%9C&tab=place#none
옆커폰 구월점,인천 남동구 용천로87번길 23 구월힐스테이트3단지아파트 상가동 1층 104호,010-8759-6569,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%9D%B8%EC%B2%9C&tab=place#none
옆커폰 부평점,인천 부평구 원적로432번길 10 1층 4호,010-2622-5881,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%9D%B8%EC%B2%9C&tab=place#none
옆커폰 인천청라점,인천 서구 청라커낼로 300 판매1동 1층 108호,010-5535-7934,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%9D%B8%EC%B2%9C&tab=place#none
옆커폰 완정점,인천 서구 완정로8번길 2 JM빌딩 1층 103호,010-3794-4787,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%9D%B8%EC%B2%9C&tab=place#none
옆커폰 부평청천점,인천 부평구 마장로 470 1층,010-2202-0777,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%9D%B8%EC%B2%9C&tab=place#none
옆 커폰 도화점,인천 미추홀구 숙골로 102 101호,010-5966-7287,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%9D%B8%EC%B2%9C&tab=place#none
옆커폰 인천서구점,인천 서구 승학로 223 1층,010-4429-4590,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%9D%B8%EC%B2%9C&tab=place#none
휴대폰성지 옆커폰 검단사거리역점,인천 서구 완정로 163 트리풀타워 A동 101호,010-3333-7603,,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%9D%B8%EC%B2%9C&tab=place#none
