매장명,주소,전화번호,카테고리,카카오맵링크
소녀폰 광교상현역점,경기 용인시 수지구 광교중앙로295번길 25 광교2차푸르지오시티A동 105호,010-8451-7263,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%9A%A9%EC%9D%B8&tab=place#none
소녀폰 용인점,경기 용인시 처인구 금령로71번길 7-1 4층,010-5682-8943,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%9A%A9%EC%9D%B8&tab=place#none
옆커폰 용인점,경기 용인시 수지구 달맞이로 63 1층,010-3664-2188,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%9A%A9%EC%9D%B8&tab=place#none
휴대폰성지 옆커폰 용인죽전점,경기 용인시 수지구 현암로 81 벤포스타 1층 111호,010-3322-6922,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%9A%A9%EC%9D%B8&tab=place#none
옆커폰 용인수지점,경기 용인시 수지구 문정로 46 한길타운 1층 103호,010-4141-1288,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%9A%A9%EC%9D%B8&tab=place#none
아싸폰 옆커폰,경기 용인시 기흥구 죽전로 6 한솔프라자 1층 105호,010-8278-0680,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%9A%A9%EC%9D%B8&tab=place#none
용인 기흥 중고폰 아이폰수리 에코폰 기흥점,경기 용인시 기흥구 동백중앙로 269 1층,010-7678-4605,,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%9A%A9%EC%9D%B8&tab=place#none
휴대폰성지 미소폰 보정점,경기 용인시 기흥구 죽전로 2 현타워 106~107호,010-9711-3334,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%9A%A9%EC%9D%B8&tab=place#none
옆커폰 용인점,경기 용인시 기흥구 새천년로16번길 3-16 지하1층,010-8777-7332,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%9A%A9%EC%9D%B8&tab=place#none
휴대폰 상점,경기 용인시 수지구 만현로 100 거묵푸라자 104~105호,010-2788-8584,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%9A%A9%EC%9D%B8&tab=place#none
