매장명,주소,전화번호,카테고리,카카오맵링크
중고폰뱅크 서울건대점,서울 광진구 능동로 87 1층 113호,010-3988-9799,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9E%90%EC%96%91%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
앤텔레콤 선불유심 개통센터 건대점,서울 광진구 아차산로30길 31 3층 앤텔레콤,010-2800-2884,,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9E%90%EC%96%91%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 폰통령 광진,서울 광진구 뚝섬로 644 1동 1층 102호,010-5564-4125,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9E%90%EC%96%91%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
토스텔레콤,서울 광진구 자양로 67 조나단빌딩 302호,010-2832-8492,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9E%90%EC%96%91%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
바다통신,서울 광진구 아차산로30길 31 3층,010-2427-9796,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9E%90%EC%96%91%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
건대중고폰 퐁구폰,서울 광진구 능동로11길 8-5 4층 401호,010-5063-8784,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9E%90%EC%96%91%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
건대선불폰개통센터,서울 광진구 아차산로27길 13-1,010-2940-9606,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9E%90%EC%96%91%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
옆커폰 군자점,서울 광진구 군자로 80 1층,010-4902-2836,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9E%90%EC%96%91%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 파인애플상가점,서울 송파구 올림픽로 119 잠실엘스 파인애플상가 1층 71호,010-5961-1704,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9E%90%EC%96%91%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
청년폰 송파점,서울 송파구 올림픽로 119 잠실파인애플상가 지하1층 A86호,010-6218-7471,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9E%90%EC%96%91%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
