매장명,주소,전화번호,카테고리,카카오맵링크
제이텔레콤 공릉시장점,서울 노원구 동일로 1032 상가 1층,010-4632-0072,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B3%B5%EB%A6%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
우리동네폰마트,서울 성북구 한천로 578 1층,010-8240-5628,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B3%B5%EB%A6%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
폰스테이지,서울 중랑구 동일로146길 17-52 1층,010-7350-5509,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B3%B5%EB%A6%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
명당,서울 중랑구 신내로17길 83 신내6단지아파트 상가동 1층 114호,010-3331-9899,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B3%B5%EB%A6%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
장위시장 휴대폰마트,서울 성북구 돌곶이로27길 83 1층,010-5557-5442,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B3%B5%EB%A6%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
신텔레콤,서울 성북구 장위로 123 1층,010-7771-1184,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B3%B5%EB%A6%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
핑크통신 중화역점,서울 중랑구 동일로 806 1층,010-8181-8281,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B3%B5%EB%A6%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울휴대폰성지 옆커폰 신내점,서울 중랑구 신내로 65-2 1층,010-7635-9151,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B3%B5%EB%A6%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
노원구휴대폰성지,서울 노원구 중계로 225 청구아파트상가 1층 113호,010-3100-3788,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B3%B5%EB%A6%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
중고나라 중화역점,서울 중랑구 동일로 771,010-6748-6667,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B3%B5%EB%A6%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
중화동휴대폰,서울 중랑구 동일로130길 25,010-9542-5453,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B3%B5%EB%A6%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
우노,서울 중랑구 동일로130길 6 미소플러스 202호,010-2386-4432,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B3%B5%EB%A6%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
