매장명,주소,전화번호,카테고리,카카오맵링크
옆커폰 전북대점,전북특별자치도 전주시 덕진구 백제대로 563 1층 107호,010-3900-2458,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%A0%84%EC%A3%BC&tab=place#none
전주더박스,전북특별자치도 전주시 완산구 백제대로 237 1층,010-212-3171,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%A0%84%EC%A3%BC&tab=place#none
휴대폰아울렛,전북특별자치도 전주시 완산구 구룡1길 30 1층,010-8082-0162,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%A0%84%EC%A3%BC&tab=place#none
중고폰 에코폰 전주효자점,전북특별자치도 전주시 완산구 거마평로 114 1층 1호,010-3496-0080,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%A0%84%EC%A3%BC&tab=place#none
폰팜 본점,전북특별자치도 전주시 완산구 백마산길 6 1층,010-8888-8420,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%A0%84%EC%A3%BC&tab=place#none
153통신,전북특별자치도 전주시 덕진구 아중로 154 상가1층,010-5159-0908,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%A0%84%EC%A3%BC&tab=place#none
착한폰수리 전주아이폰수리점,전북특별자치도 전주시 완산구 서원로 6 1층,010-6625-3979,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%A0%84%EC%A3%BC&tab=place#none
공육삼모바일,전북특별자치도 전주시 덕진구 과학로 53,010-8554-0630,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%A0%84%EC%A3%BC&tab=place#none
옆커폰 고사점,전북특별자치도 전주시 완산구 팔달로 196 1층,010-4785-0121,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%A0%84%EC%A3%BC&tab=place#none
휴대폰성지 정직폰 전주점,전북특별자치도 전주시 완산구 홍산1길 7 전주 효자 SK Leaders VIEW 판매시설동 1층 150호,010-8144-1243,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%A0%84%EC%A3%BC&tab=place#none
폰수리고,전북특별자치도 전주시 덕진구 기린대로 465 세움펠리피아 1층 103호,010-5413-5454,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%A0%84%EC%A3%BC&tab=place#none
대광통신 효자직영점,전북특별자치도 전주시 완산구 효자천변2길 14,010-6888-1459,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%A0%84%EC%A3%BC&tab=place#none
중고폰 에코폰 전주송천점,전북특별자치도 전주시 덕진구 과학로 53 102호,010-5422-0606,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%A0%84%EC%A3%BC&tab=place#none
