매장명,주소,전화번호,카테고리,카카오맵링크
그린모바일,인천 중구 서해대로484번길 16 1층,010-2333-2008,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%8F%99%EA%B5%AC&tab=place#none
옆 커폰 도화점,인천 미추홀구 숙골로 102 101호,010-5966-7287,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%8F%99%EA%B5%AC&tab=place#none
꿀이텔레콤,인천 미추홀구 인주대로 5 힐스에비뉴스퀘어몰 A01 121호,010-2944-7001,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%8F%99%EA%B5%AC&tab=place#none
비와이모바일 숭의점,인천 미추홀구 인주대로45번길 44 휴프라임 1층 103호,010-8787-8380,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%8F%99%EA%B5%AC&tab=place#none
인천핸드폰성지 뽀로로모바일 3호점,인천 미추홀구 독배로 437 가우디 1층 101호,010-5965-0687,,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%8F%99%EA%B5%AC&tab=place#none
휴대폰성지 판다폰 용현점,인천 미추홀구 용정공원로 33 인천 SK Sky VIEW A-2동 1층 103호,010-9868-4334,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%8F%99%EA%B5%AC&tab=place#none
스마트 폰면세점 주안점,인천 미추홀구 길파로 15 6~7호,010-7732-8087,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%8F%99%EA%B5%AC&tab=place#none
아프리카중고폰 인천주안지사,인천 미추홀구 주안로 86 지하상가 6호,010-5707-0984,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%8F%99%EA%B5%AC&tab=place#none
지유니컴퍼니,인천 미추홀구 주안로56번길 5 2층 201호,010-4530-5322,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%8F%99%EA%B5%AC&tab=place#none
스윗폰,인천 미추홀구 주안로 86 주안지하상가 350호,010-8880-8690,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%8F%99%EA%B5%AC&tab=place#none
영텔레콤,인천 미추홀구 인하로 201 1층 103호,010-8636-4774,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%8F%99%EA%B5%AC&tab=place#none
