매장명,주소,전화번호,카테고리,카카오맵링크
콜백서비스 알리다,부산 해운대구 센텀중앙로 78 504호,010-8886-8819,모바일,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%B6%80%EC%82%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
제트업,부산 사상구 삼덕로 61 2층,010-9582-2604,모바일,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%B6%80%EC%82%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
어메이징액정 태준모바일,부산 동구 중앙대로361번길 31 1층,010-9532-4687,휴대폰수리,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%B6%80%EC%82%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
모바일픽스 경성대점,부산 남구 수영로 312 21센츄리빌딩 6층 619호,010-9894-3845,휴대폰수리,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%B6%80%EC%82%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
찬이모바일,부산 영도구 태종로 387 1층,010-9607-8485,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%B6%80%EC%82%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
지스타모바일,부산 중구 비프광장로 11,010-5555-4982,전자제품판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%B6%80%EC%82%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
억탄모바일,부산 수영구 과정로 73 하영메디칼빌딩 1층,010-4503-5677,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%B6%80%EC%82%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
제이모바일,부산 사상구 사상로250번길 5,010-5624-6966,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%B6%80%EC%82%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
찰스모바일,부산 부산진구 당감로 53-1,010-2368-5477,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%B6%80%EC%82%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
퀸모바일,부산 금정구 부곡로 93 1층,010-4540-5080,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%B6%80%EC%82%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
헬라모바일,부산 금정구 금정로60번길 48,010-7666-9466,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%B6%80%EC%82%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
케이샤모바일,부산 기장군 기장읍 차성로404번길 70,010-4920-0057,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%B6%80%EC%82%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
SM모바일 센텀점,부산 해운대구 센텀중앙로 142 상가 1층,010-3333-2650,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%B6%80%EC%82%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
부산모바일,부산 부산진구 중앙대로 720-1 1층,010-5124-5897,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%B6%80%EC%82%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
팬더모바일,부산 남구 수영로250번길 21-4 삼성브이아이피원룸 상가 1층 101호,010-2852-9661,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%B6%80%EC%82%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
모바일월드 피노이텔레콤,부산 사상구 사상로 104 1층,010-4931-4645,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%B6%80%EC%82%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
에스모바일,부산 기장군 정관읍 모전2길 1-7,010-4048-4369,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%B6%80%EC%82%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
