매장명,주소,전화번호,카테고리,카카오맵링크
소녀폰 경남양산역점,경남 양산시 양산역7길 10 양산역프라자 1층 124호,010-3084-4959,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
옆커폰 양덕점,경남 창원시 마산회원구 팔용로 1 1층,010-5714-3363,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
옆커폰 진주평거점,경남 진주시 진양호로 221 진주평거우방아이유쉘 스카이팰리스 1층 103호,010-9533-3113,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
옆커폰 진주시청점,경남 진주시 솔밭로 127 1층,010-8540-7688,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
옆 커폰 초전점,경남 진주시 초북로 36 1층,010-6651-9136,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
휴대폰성지 직폰 진영점,경남 김해시 진영읍 김해대로361번길 8 진영굿프라임 1층 102호,010-3340-6500,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
휴대폰성지 옆커폰 거창중앙로점,경남 거창군 거창읍 중앙로 128-1 2호,010-9292-0590,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
중고폰뱅크 김해점,경남 김해시 전하로 275 1층,010-2156-4999,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
중고폰뱅크 마산점,경남 창원시 마산회원구 3.15대로 604 1층,010-7769-4945,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
중고폰뱅크 창원점,경남 창원시 성산구 용지로 127 1층,010-7277-4999,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
휴대폰성지,경남 창원시 성산구 동산로 124 성원주상가 1층 176호,010-9568-6707,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
Kimhe Dunyo,경남 김해시 분성로335번길 5-2 1층,010-2142-4342,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
옆커폰 김해 율하점,경남 김해시 율하1로 110 중앙프라자 1층 104호,010-2488-7594,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
휴대폰성지 직폰 상남점,경남 창원시 성산구 상남로 107 상남 큐비메종드테라스 1층 114호-1호,010-4923-0242,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
휴대폰성지 옆커폰 내외점,경남 김해시 내외중앙로 47 위너스프라자 1층 117호,010-8454-8481,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
에코폰 창원점,경남 창원시 성산구 상남로 107 큐비메종드테라스 1층 125호,010-9397-3738,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
중고폰뱅크 장유율하점,경남 김해시 장유로 310-1 1층,010-2156-4999,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
누나텔레콤,경남 통영시 안개로 37 멀티플렉스아울렛줌 171호,010-8443-0072,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
폰사요몰 창원점,경남 창원시 성산구 상남로 75 위드필타워 1층 112호,010-3822-8833,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
휴대폰성지,경남 창원시 진해구 냉천로 156 1층,010-3316-4191,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
