매장명,주소,전화번호,카테고리,카카오맵링크
옆커폰성지 왕십리점,서울 중구 난계로 151 1층 104호,010-8050-9020,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
옆커폰 길음점,서울 강북구 솔샘로67길 137 1층,010-2891-0730,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
옆커폰 답십리점,서울 동대문구 답십리로 108 1층,010-4375-4959,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
옆커폰 청파점,서울 용산구 청파로 333 홍신빌딩 1층 106~107호,010-4223-5305,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
옆커폰 군자점,서울 광진구 군자로 80 1층,010-4902-2836,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
휴대폰성지 옆커폰 응암백련산점,서울 은평구 응암로 243,010-6507-8816,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
옆커폰 쌍문점,서울 도봉구 시루봉로 64 261센타 1층 103호,010-3395-1164,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
옆커폰 중곡점,서울 광진구 용마산로 58 1층,010-6362-8893,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
옆커폰 상암점,서울 마포구 월드컵북로 396 누리곰스퀘어 지하1층 B1078호,010-7747-2322,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
옆커폰 역삼점,서울 강남구 언주로 427 디오빌역삼 1층 111호,010-3358-0222,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
