매장명,주소,전화번호,카테고리,카카오맵링크
옆커폰 상일점,서울 강동구 고덕로 391 1층,010-5864-1356,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B3%A0%EB%8D%95%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
한씨네텔레콤,서울 강동구 동남로81길 26,010-3900-4444,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B3%A0%EB%8D%95%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
세상모든폰,서울 강동구 구천면로 414,010-5938-1117,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B3%A0%EB%8D%95%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
드림텔레콤,서울 강동구 상암로 214 삼익맨션 1층 107호,010-5033-0113,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B3%A0%EB%8D%95%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
규리나라통신,서울 강동구 올림픽로98가길 62 1층,010-5792-8889,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B3%A0%EB%8D%95%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 옆커폰 천호점,서울 강동구 상암로 78 1층,010-2987-9523,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B3%A0%EB%8D%95%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
후니모바일,서울 강동구 양재대로 1549 삼정빌딩 1층 104호,010-8949-9540,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B3%A0%EB%8D%95%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
솜모바일,서울 강동구 고덕로10길 40 1층 2호,010-3222-3552,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B3%A0%EB%8D%95%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
폰아울렛,서울 강동구 천중로 237 102호,010-7474-6461,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B3%A0%EB%8D%95%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰프라자,서울 강동구 구천면로 305 1층 휴대폰프라자,010-2525-2919,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B3%A0%EB%8D%95%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
오랜지텔레콤,서울 강동구 명일로 244 1층 101호,010-5500-6500,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B3%A0%EB%8D%95%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
드림TCA 암사점,서울 강동구 올림픽로98길 63 1층,010-7401-6400,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B3%A0%EB%8D%95%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
