매장명,주소,전화번호,카테고리,카카오맵링크
소녀폰 부천역곡역점,경기 부천시 원미구 역곡로13번길 17 휴캐슬 203-3호,010-3949-7003,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%95%AD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
쏘야의앤텔레콤,경기 부천시 소사구 경인로 507 우남타워 6층,010-2662-5493,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%95%AD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
중고폰 매입판매 에코폰 역곡점,경기 부천시 원미구 역곡로 3 10층,010-8385-0804,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%95%AD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
옆커폰 소새울점,경기 부천시 소사구 은성로68번길 59 1층,010-3307-8272,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%95%AD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
옆 커폰 광명사거리점,경기 광명시 광명로 834 광명 퍼스트 스위첸 1층 110호,010-2737-3929,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%95%AD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 청년폰 광명점,경기 광명시 광명로 877 한진타운 상가 A동 1층 1115호,010-4176-6604,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%95%AD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
선봉모바일 7호점,경기 부천시 소사구 은성로 76 1층,010-7651-2900,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%95%AD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 옆커폰 부천소사점,경기 부천시 소사구 소사로159번길 6 1층,010-5671-4994,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%95%AD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
테크모바일,서울 구로구 경인로 240 102동 104호,010-2049-3437,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%95%AD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
크로앙스 핸드폰매장 일성,경기 광명시 오리로 970 지하1층,010-4003-7910,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%95%AD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 일등통신,경기 부천시 소사구 경인로 512 1층,010-4872-7388,휴대폰수리,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%95%AD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
