매장명,주소,전화번호,카테고리,카카오맵링크
옆커폰 범일점,부산 동구 부산진성공원로 23-15 1층,010-8434-8008,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EB%8F%99%EA%B5%AC&tab=place#none
옆커폰휴대폰성지 범일점,부산 동구 범일로 98-1 1층,010-8866-8819,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EB%8F%99%EA%B5%AC&tab=place#none
부산선불폰 앤텔레콤 범일동,부산 동구 범일로 98 1층,010-4543-4080,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EB%8F%99%EA%B5%AC&tab=place#none
휴대폰성지 코끼리폰 수정,부산 동구 고관로 116-1 1층,010-6675-8809,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EB%8F%99%EA%B5%AC&tab=place#none
메트로폰,부산 동구 대영로243번길 58 1층,010-2305-3042,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EB%8F%99%EA%B5%AC&tab=place#none
디씨네트웍스,부산 동구 조방로 39 썬오피스텔 1411호,010-4529-0104,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EB%8F%99%EA%B5%AC&tab=place#none
범일정보,부산 동구 망양로 877 1층,010-5166-5811,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EB%8F%99%EA%B5%AC&tab=place#none
구일오컴퍼니,부산 부산진구 범일로 147-2 1층,010-8246-0915,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EB%8F%99%EA%B5%AC&tab=place#none
휴대폰성지,부산 중구 중앙대로 58 동양빌딩 1층,010-7677-9723,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EB%8F%99%EA%B5%AC&tab=place#none
여보세요 동의대점,부산 부산진구 엄광로 176-5 1층,010-3221-2848,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EB%8F%99%EA%B5%AC&tab=place#none
중고폰뱅크 부산서면점,부산 부산진구 중앙대로691번길 5 천우빌딩 5층,010-4484-2555,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EB%8F%99%EA%B5%AC&tab=place#none
YD컴퍼니,부산 중구 동영로 74,010-6434-8249,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EB%8F%99%EA%B5%AC&tab=place#none
무끄폰,부산 부산진구 범일로192번길 13 2층,010-5153-3168,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EB%8F%99%EA%B5%AC&tab=place#none
