매장명,주소,전화번호,카테고리,카카오맵링크
옆 커폰 도농점,경기 남양주시 미금로 235 다산법조메디컬타워 1층 102호,010-2121-8611,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%82%A8%EC%96%91%EC%A3%BC&tab=place#none
휴대폰성지 옆커폰 별내점,경기 남양주시 별내중앙로 49 탑프라자 1층 104호,010-5544-4386,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%82%A8%EC%96%91%EC%A3%BC&tab=place#none
다산성지,경기 남양주시 다산중앙로123번길 22-8 리더스퀘어 1층 110호,010-8249-3621,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%82%A8%EC%96%91%EC%A3%BC&tab=place#none
휴대폰성지 싸당 남양주다산점,경기 남양주시 다산중앙로172번길 36 노블레스 상가 1충 110호,010-8141-0102,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%82%A8%EC%96%91%EC%A3%BC&tab=place#none
휴대폰성지,경기 남양주시 별내중앙로 53 은가비 104호,010-4919-5958,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%82%A8%EC%96%91%EC%A3%BC&tab=place#none
앤텔레콤 대한별내점,경기 남양주시 별내3로 326 불암타워 6층 601호 241895,010-4208-7181,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%82%A8%EC%96%91%EC%A3%BC&tab=place#none
중고폰&새폰,경기 남양주시 화도읍 마석로 87-22,010-3709-8200,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%82%A8%EC%96%91%EC%A3%BC&tab=place#none
별내중고폰아이폰수리에코폰 별내점,경기 남양주시 식송1로 59-1 지하1층 102호,010-3194-7247,,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%82%A8%EC%96%91%EC%A3%BC&tab=place#none
도매폰,경기 남양주시 미금로19번길 9 다산해모로 상가동 1층 06호,010-4198-8123,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%82%A8%EC%96%91%EC%A3%BC&tab=place#none
휴대폰성지 평내호평점,경기 남양주시 경춘로1256번길 10 1층,010-8553-9995,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%82%A8%EC%96%91%EC%A3%BC&tab=place#none
웅스통신 다산본점,경기 남양주시 다산중앙로 17 우성프라자 1층 103호,010-5555-8692,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%82%A8%EC%96%91%EC%A3%BC&tab=place#none
휴대폰 매장,경기 남양주시 별내중앙로 10 별내역아이파크스위트 판매및영화관동 106호,010-6609-1431,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%82%A8%EC%96%91%EC%A3%BC&tab=place#none
휴대폰성지 오케이씨컴퍼니,경기 남양주시 오남읍 진건오남로 567 1층,010-4869-2116,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%82%A8%EC%96%91%EC%A3%BC&tab=place#none
