매장명,주소,전화번호,카테고리,카카오맵링크
중고폰뱅크 부산서면점,부산 부산진구 중앙대로691번길 5 천우빌딩 5층,010-4484-2555,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EC%84%9C%EB%A9%B4&tab=place#none
찐중고폰,부산 부산진구 서면로 63-2 1층,010-6806-9299,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EC%84%9C%EB%A9%B4&tab=place#none
부산휴대폰 성지 옆커폰 서면점,부산 부산진구 가야대로 761 1층,010-2461-2850,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EC%84%9C%EB%A9%B4&tab=place#none
휴대폰성지,부산 부산진구 서면로 59 삼정노블빌딩 1층 103호,010-9563-1201,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EC%84%9C%EB%A9%B4&tab=place#none
휴대폰성지 부산서면,부산 부산진구 동천로 53 구슬빌딩 1동 1층 1호,010-8075-6200,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EC%84%9C%EB%A9%B4&tab=place#none
부산선불폰,부산 부산진구 서면로68번길 14 4층 402호,010-2572-2611,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EC%84%9C%EB%A9%B4&tab=place#none
앤텔레콤 부산우정점,부산 부산진구 서전로 11-1 3층,010-3385-7567,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EC%84%9C%EB%A9%B4&tab=place#none
알뜰폰마켓,부산 부산진구 서전로37번길 14-1 b가동 1층 19-1호,010-8111-0458,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EC%84%9C%EB%A9%B4&tab=place#none
서면선불폰 선불유심,부산 부산진구 동성로 137 서면동원오피스텔 지하1층 101호 19-3,010-2515-1850,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EC%84%9C%EB%A9%B4&tab=place#none
부산모바일,부산 부산진구 중앙대로 720-1 1층,010-5124-5897,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EC%84%9C%EB%A9%B4&tab=place#none
이루컴퍼니,부산 부산진구 중앙대로692번길 6,010-3383-1415,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EC%84%9C%EB%A9%B4&tab=place#none
폰파는총각 부전점,부산 부산진구 새싹로 28 1층,010-4609-9979,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EC%84%9C%EB%A9%B4&tab=place#none
준프로모바일,부산 부산진구 전포대로 205 1층,010-4530-0109,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EC%84%9C%EB%A9%B4&tab=place#none
휴대폰아울렛,부산 부산진구 동천로 4 지오플레이스 상가동 1층 1079~1080호,010-6216-1896,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EC%84%9C%EB%A9%B4&tab=place#none
원탑텔레콤,부산 부산진구 동천로 4 지오플레이스 1078호,010-8432-5150,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EC%84%9C%EB%A9%B4&tab=place#none
무끄폰,부산 부산진구 범일로192번길 13 2층,010-5153-3168,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EC%84%9C%EB%A9%B4&tab=place#none
구일오컴퍼니,부산 부산진구 범일로 147-2 1층,010-8246-0915,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EC%84%9C%EB%A9%B4&tab=place#none
부산휴대폰성지,부산 부산진구 연지로 8 1층,010-5374-2777,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EC%84%9C%EB%A9%B4&tab=place#none
토박이통신 연지점,부산 부산진구 동평로265번길 19,010-2222-3663,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EC%84%9C%EB%A9%B4&tab=place#none
지나모바일,부산 부산진구 백양대로78번길 22 1층,010-3142-9580,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EC%84%9C%EB%A9%B4&tab=place#none
디씨네트웍스,부산 동구 조방로 39 썬오피스텔 1411호,010-4529-0104,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EC%84%9C%EB%A9%B4&tab=place#none
서면휴대폰성지,부산 부산진구 서전로 14 1층,010-7296-2301,휴대폰수리,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EC%84%9C%EB%A9%B4&tab=place#none
휴대폰스토어 범천점,부산 부산진구 신암로 139 1층,010-2060-7020,복권,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B6%80%EC%82%B0+%EC%84%9C%EB%A9%B4&tab=place#none
