매장명,주소,전화번호,카테고리,카카오맵링크
옆커폰 광주광산점,광주 광산구 장신로 68 1층 104호,010-5255-2221,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
첨단휴대폰성지 공구폰,광주 광산구 첨단중앙로 96 LC타워 1층 120호,010-2317-4898,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주휴대폰맛집,광주 광산구 신가삼효로 37 1층,010-2447-0885,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주휴대폰성지 다온정보 통신 운남점,광주 광산구 목련로273번길 88 107호,010-7775-5981,,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주휴대폰성지 휴대폰제일싼 집 송정역점,광주 광산구 송정로 29 1층,010-7547-2632,,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
벌집통신 월곡점,광주 광산구 월곡중앙로41번길 19 1층,010-3530-6922,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
중고나라 광주운남점,광주 광산구 임방울대로 154-24 1층,010-9893-2030,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
휴대폰파는총각 첨단점,광주 광산구 첨단중앙로116번길 14 1층,010-9941-2165,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주휴대폰성지 폰플러스 광산2호점,광주 광산구 사암로 268 일신아파트 1층,010-3440-1624,,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
도연,광주 광산구 산정공원로60번길 4 1층,010-7101-6653,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
휴대폰 아울렛,광주 광산구 무진대로 246-7 광주우산LH희망상가 101호,010-5833-2767,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
세정모바일,광주 광산구 첨단중앙로182번길 76 첨단중해마루힐 2차 상가 1층 116호,010-8502-8866,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
광주휴대폰성지,광주 광산구 어등대로 713,010-5603-2089,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B4%91%EC%82%B0&tab=place#none
