매장명,주소,전화번호,카테고리,카카오맵링크
소녀폰 김포사우역점,경기 김포시 돌문로 48 한솔프라자 5층 501-1호,010-6890-7779,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
소녀폰 김포구래역점,경기 김포시 김포한강9로75번길 10 서경프라자 4층 401호,010-5862-8804,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
소녀폰 성남모란점,경기 성남시 중원구 성남대로 1133 성남메트로칸 2층 9-B호,010-7778-4959,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
동탄휴대폰성지 도매폰센타,경기 화성시 동탄솔빛로 53 모닝타운 109호 동탄도매폰센타,010-7687-0786,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
소녀폰 광교상현역점,경기 용인시 수지구 광교중앙로295번길 25 광교2차푸르지오시티A동 105호,010-8451-7263,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
소녀폰 시흥신천역점,경기 시흥시 수인로3312번길 16 시흥 센트럴 푸르지오 테라스몰 101동 1층 T108호,010-3463-3338,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
옆커폰 수원영통점,경기 수원시 영통구 봉영로 1590 밀레니엄프라자 1층 114호,010-4381-4900,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
옆커폰 분당점,경기 성남시 분당구 분당로263번길 39 1층,010-6333-3649,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
소녀폰 용인점,경기 용인시 처인구 금령로71번길 7-1 4층,010-5682-8943,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
옆커폰 수원망포점,경기 수원시 영통구 영통로 124 중앙프라자 1층 1호,010-8777-7332,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
옆커폰 의정부역점,경기 의정부시 평화로 486 1층 103호,010-7746-1095,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
소녀폰 부천역곡역점,경기 부천시 원미구 역곡로13번길 17 휴캐슬 203-3호,010-3949-7003,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
소녀폰 일산화정역점,경기 고양시 덕양구 화신로260번길 57 요진타워 7층 718호,010-4617-2514,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
옆커폰 부천점,경기 부천시 원미구 길주로 246 부천중동리슈빌엔클래스 1층,010-7578-4994,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
옆커폰 오산점,경기 오산시 내삼미로 85 1층 103호,010-5959-2631,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
옆커폰 용인점,경기 용인시 수지구 달맞이로 63 1층,010-3664-2188,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
옆커폰 화성점,경기 화성시 동탄반석로 204 제일프라자 1층 110호,010-2188-1448,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
옆커폰 당동점,경기 군포시 군포로 566 1층 101호,010-5817-8772,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
옆커폰 봉담점,경기 화성시 봉담읍 상리3길 160 중흥에스클래스더센트럴 단지내상가 218동 1층 107호,010-8184-6717,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
옆 커폰 도농점,경기 남양주시 미금로 235 다산법조메디컬타워 1층 102호,010-2121-8611,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
휴대폰성지 옆커폰 부천상동점,경기 부천시 원미구 상동로 84 영플러스 1층 101호,010-7422-4994,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
옆커폰 구리갈매점,경기 구리시 갈매순환로 194 신영프라자 1층 106-2호,010-9686-1156,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
휴대폰성지 옆커폰 별내점,경기 남양주시 별내중앙로 49 탑프라자 1층 104호,010-5544-4386,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
옆커폰 양주옥정점,경기 양주시 회천남로 88 M타워 1층 108호,010-7261-0831,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
옆커폰 약대점,경기 부천시 오정구 중동로 398 홍익상가 1층 신흥시장 사거리,010-5711-8816,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
휴대폰성지 옆커폰 화성향남점,경기 화성시 향남읍 행정중앙2로 67 1층 116호,010-5761-7777,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
옆커 폰 부천중동남부점,경기 부천시 소사구 중동로22번길 29 SKY캐슬 101동 1층 101호,010-5722-7755,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
휴대폰성지 옆커폰 용인죽전점,경기 용인시 수지구 현암로 81 벤포스타 1층 111호,010-3322-6922,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
옆커폰 김포점,경기 김포시 김포한강2로 11 쌍용예가아파트 상가 1층,010-5520-6583,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
옆커폰 안양점,경기 안양시 만안구 박달로 572-1,010-2247-0415,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
옆커폰 이충점,경기 평택시 이충로35번길 28-22 리치플러스 1층 103호,010-4462-4482,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
옆커폰 안산초지점,경기 안산시 단원구 화랑로 102 센트럴포레 상가1동 1층 124호,010-8486-0857,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EA%B8%B0&tab=place#none
