매장명,주소,전화번호,카테고리,카카오맵링크
옆커폰 무실점,강원특별자치도 원주시 시청로 70 1층,010-7426-7478,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
소녀폰 강릉점,강원특별자치도 강릉시 하슬라로 18 2층,010-5794-2147,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
옆커폰 강원고성점,강원특별자치도 고성군 간성읍 수성로 20 1층,010-5222-0102,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
휴대폰성지 무실동 본점,강원특별자치도 원주시 능라동길 48 1층,010-3146-3262,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
딸부자통신,강원특별자치도 원주시 흥양로 4,010-9926-1088,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
우주통신,강원특별자치도 속초시 동해대로 4325 1층 102호,010-7720-4487,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
휴대폰아울렛,강원특별자치도 태백시 황지로 162 1층,010-4222-2904,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
퍼팩트통신,강원특별자치도 강릉시 산양큰길22번길 47 1층,010-8191-5696,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
휴대폰성지 밴드폰 원주무실점,강원특별자치도 원주시 시청로 11 채움플러스무실1차 1층 109호,010-3146-3262,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
휴대폰성지 테크노프라자 횡성점,강원특별자치도 횡성군 횡성읍 횡성로 361-3 대건빌딩 1층,010-4412-0040,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
