매장명,주소,전화번호,카테고리,카카오맵링크
소녀폰 종각역점,서울 종로구 종로 65 장안빌딜 3층 302호,010-9501-4959,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%A2%85%EB%A1%9C%EA%B5%AC&tab=place#none
0원휴대폰 동묘역점,서울 종로구 종로 361 1층,010-6791-9258,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%A2%85%EB%A1%9C%EA%B5%AC&tab=place#none
LS모바일 3호점,서울 종로구 통일로12길 58-2,010-7321-2435,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%A2%85%EB%A1%9C%EA%B5%AC&tab=place#none
동대문성지모바일,서울 종로구 종로 347 롯데캐슬천지인 상가동 1층 107호,010-4520-1449,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%A2%85%EB%A1%9C%EA%B5%AC&tab=place#none
종로모바일,서울 종로구 돈화문로5가길 33 1층 3호,010-7206-1198,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%A2%85%EB%A1%9C%EA%B5%AC&tab=place#none
0원휴대폰 평화시장점,서울 종로구 청계천로 261 1층,010-5888-2085,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%A2%85%EB%A1%9C%EA%B5%AC&tab=place#none
투비엔모바일,서울 종로구 창신길 22 1층,010-4928-1995,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%A2%85%EB%A1%9C%EA%B5%AC&tab=place#none
비엔통신,서울 종로구 종로46길 9,010-6869-8999,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%A2%85%EB%A1%9C%EA%B5%AC&tab=place#none
삼보통신,서울 종로구 지봉로 1 1층,010-2117-2117,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%A2%85%EB%A1%9C%EA%B5%AC&tab=place#none
샴푸폰나라,서울 종로구 종로 266 동대문종합시장 D동 1층 110호,010-2006-8822,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%A2%85%EB%A1%9C%EA%B5%AC&tab=place#none
여왕선불폰,서울 종로구 창경궁로 283 3층,010-9235-8330,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%A2%85%EB%A1%9C%EA%B5%AC&tab=place#none
블레스유니버셜,서울 종로구 종로 226 송화빌딩 1층,010-5888-5235,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%A2%85%EB%A1%9C%EA%B5%AC&tab=place#none
소녀폰 성신여대점,서울 성북구 동소문로20다길 2 3층,010-6535-4959,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%A2%85%EB%A1%9C%EA%B5%AC&tab=place#none
폰테크,서울 중구 세종대로 119,010-8029-5806,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%A2%85%EB%A1%9C%EA%B5%AC&tab=place#none
휴대폰아울렛,서울 성북구 동소문로13길 37 1층,010-8287-7206,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%A2%85%EB%A1%9C%EA%B5%AC&tab=place#none
나바인터내셔널,서울 중구 세종대로 86 1층,010-4340-5202,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%A2%85%EB%A1%9C%EA%B5%AC&tab=place#none
