매장명,주소,전화번호,카테고리,카카오맵링크
옆커폰 인천청라점,인천 서구 청라커낼로 300 판매1동 1층 108호,010-5535-7934,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%84%9C%EA%B5%AC&tab=place#none
옆커폰 완정점,인천 서구 완정로8번길 2 JM빌딩 1층 103호,010-3794-4787,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%84%9C%EA%B5%AC&tab=place#none
옆커폰 인천서구점,인천 서구 승학로 223 1층,010-4429-4590,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%84%9C%EA%B5%AC&tab=place#none
휴대폰성지 옆커폰 검단사거리역점,인천 서구 완정로 163 트리풀타워 A동 101호,010-3333-7603,,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%84%9C%EA%B5%AC&tab=place#none
옆 커폰 검암점,인천 서구 승학로 584 힘찬프라자 101호,010-7902-9001,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%84%9C%EA%B5%AC&tab=place#none
청라정보통신,인천 서구 청라라임로 51 1층 115호 노란간판 휴대폰 할인매장,010-7900-4700,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%84%9C%EA%B5%AC&tab=place#none
휴대폰성지 패밀리모바일 불로점,인천 서구 검단로768번길 17 불로동금호어울림아파트 상가 1층 105호,010-6681-9950,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%84%9C%EA%B5%AC&tab=place#none
사나이통신,인천 서구 고산후로95번길 28 풍산프라자 1층 108호,010-7543-7563,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%84%9C%EA%B5%AC&tab=place#none
휴대폰성지 패밀리모바일 연희점,인천 서구 연희로 20 1층 101호,010-7324-1305,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%84%9C%EA%B5%AC&tab=place#none
별마루 휴대폰성지 청라점,인천 서구 청라라임로 85 상가B동 114호,010-3129-5882,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%84%9C%EA%B5%AC&tab=place#none
핸드폰성지 패밀리모바일 당하점,인천 서구 청마로 171 청석빌딩 102호,010-7512-8179,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%84%9C%EA%B5%AC&tab=place#none
우수모바일 검단신도시점,인천 서구 이음5로 80 1층 105호,010-3343-8253,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%84%9C%EA%B5%AC&tab=place#none
청라성지모바일,인천 서구 청라루비로 76 1층 143호,010-5481-4443,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%84%9C%EA%B5%AC&tab=place#none
사나이통신 청라점,인천 서구 중봉대로586번길 22 청라엑슬루타워 판매시설 A동 112호,010-9864-5307,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%84%9C%EA%B5%AC&tab=place#none
휴대폰성지 패밀리모바일 루원시티점,인천 서구 봉오재3로 66 루원시티프라디움 상가1동 107호,010-9662-9107,,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%84%9C%EA%B5%AC&tab=place#none
사나이통신 서구점,인천 서구 가석로156번길 23 논현빌딩 101호,010-6397-9875,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%84%9C%EA%B5%AC&tab=place#none
휴대폰빨간집,인천 서구 청라에메랄드로 99 지젤엠청라 A동 1층 056호,010-5527-2346,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%84%9C%EA%B5%AC&tab=place#none
더블유모바일,인천 서구 고래울로 44 1층,010-5968-8962,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%84%9C%EA%B5%AC&tab=place#none
청라정보통신 2호점,인천 서구 중봉대로586번길 9-4 1층 110호 노란간판 휴대폰성지,010-5550-7100,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%84%9C%EA%B5%AC&tab=place#none
꼼꼼모바일 루원시티점,인천 서구 서곶로 50 루원시티 대성베르힐 더센트로 판매7동 1층 E111호,010-3955-4459,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%84%9C%EA%B5%AC&tab=place#none
