매장명,주소,전화번호,카테고리,카카오맵링크
히트텔레콤,서울 성북구 지봉로24길 70-19 1층,010-9917-2645,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%9A%B8+%ED%85%94%EB%A0%88%EC%BD%A4&tab=place#none
앤텔레콤 알뜰폰,서울 중구 충무로 50 6층,010-4072-8015,통신판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%9A%B8+%ED%85%94%EB%A0%88%EC%BD%A4&tab=place#none
CMH텔레콤,서울 성북구 솔샘로6가길 58 CMHS빌 101호,010-8774-1350,통신기기,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%9A%B8+%ED%85%94%EB%A0%88%EC%BD%A4&tab=place#none
엄청텔레콤,서울 성북구 삼양로 63 2층,010-5022-5434,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%9A%B8+%ED%85%94%EB%A0%88%EC%BD%A4&tab=place#none
리온텔레콤,서울 성북구 종암로40길 36,010-9660-1665,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%9A%B8+%ED%85%94%EB%A0%88%EC%BD%A4&tab=place#none
모닝텔레콤,서울 동대문구 망우로6길 45 1층,010-2554-9639,정보통신,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%9A%B8+%ED%85%94%EB%A0%88%EC%BD%A4&tab=place#none
체크텔레콤,서울 용산구 청파로 333,010-6552-7581,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%9A%B8+%ED%85%94%EB%A0%88%EC%BD%A4&tab=place#none
신텔레콤,서울 성북구 장위로 123 1층,010-7771-1184,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%9A%B8+%ED%85%94%EB%A0%88%EC%BD%A4&tab=place#none
앤텔레콤 개통센터,서울 성동구 상원6길 8 지하1층 F23호,010-6868-6601,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%9A%B8+%ED%85%94%EB%A0%88%EC%BD%A4&tab=place#none
매니아텔레콤,서울 강북구 한천로 1000 1층,010-4425-6016,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%9A%B8+%ED%85%94%EB%A0%88%EC%BD%A4&tab=place#none
준 텔레콤,서울 동대문구 답십리로66길 75 1층 105호,010-8899-4494,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%9A%B8+%ED%85%94%EB%A0%88%EC%BD%A4&tab=place#none
엘케이텔레콤,서울 은평구 불광로 48 1층 (코너),010-5838-8500,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%9A%B8+%ED%85%94%EB%A0%88%EC%BD%A4&tab=place#none
앤텔레콤 선불유심 개통센터 건대점,서울 광진구 아차산로30길 31 3층 앤텔레콤,010-2800-2884,,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%9A%B8+%ED%85%94%EB%A0%88%EC%BD%A4&tab=place#none
