매장명,주소,전화번호,카테고리,카카오맵링크
건대중고폰 퐁구폰,서울 광진구 능동로11길 8-5 4층 401호,010-5063-8784,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%99%94%EC%96%91%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
건대선불폰개통센터,서울 광진구 아차산로27길 13-1,010-2940-9606,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%99%94%EC%96%91%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
옆커폰 군자점,서울 광진구 군자로 80 1층,010-4902-2836,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%99%94%EC%96%91%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
중고폰뱅크 서울건대점,서울 광진구 능동로 87 1층 113호,010-3988-9799,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%99%94%EC%96%91%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
앤텔레콤 선불유심 개통센터 건대점,서울 광진구 아차산로30길 31 3층 앤텔레콤,010-2800-2884,,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%99%94%EC%96%91%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
바다통신,서울 광진구 아차산로30길 31 3층,010-2427-9796,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%99%94%EC%96%91%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
은혜통신,서울 광진구 자양로 194 1층,010-7437-4442,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%99%94%EC%96%91%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
엔피엔피,서울 광진구 천호대로102길 20 1층 104호,010-3444-0066,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%99%94%EC%96%91%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
월드텔레콤,서울 광진구 천호대로 549 408호,010-6281-4791,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%99%94%EC%96%91%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
핸드폰클리닉 구의점,서울 광진구 광나루로 521 1층,010-5373-8118,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%99%94%EC%96%91%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
