매장명,주소,전화번호,카테고리,카카오맵링크
앤텔레콤 선불폰,서울 관악구 승방3가길 10 2층 306호,010-2959-8844,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%82%A8%ED%98%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0+&tab=place#none
노란마켓 사당점,서울 동작구 동작대로3길 32 1층,010-7559-2597,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%82%A8%ED%98%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0+&tab=place#none
중고폰 에코폰 공덕역점,서울 동작구 사당로30길 159 3층,010-2980-2312,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%82%A8%ED%98%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0+&tab=place#none
우리동네성지,서울 관악구 인헌길 36 103호,010-5854-3048,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%82%A8%ED%98%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0+&tab=place#none
앤텔레콤 관악점,서울 관악구 남부순환로247길 23 3층,010-3488-7429,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%82%A8%ED%98%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0+&tab=place#none
청춘대길,서울 동작구 사당로 220 1층,010-6789-7560,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%82%A8%ED%98%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0+&tab=place#none
위프,서울 동작구 동작대로29길 8 1층,010-2063-1774,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%82%A8%ED%98%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0+&tab=place#none
도매폰센터,서울 동작구 동작대로29길 110,010-8997-3475,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%82%A8%ED%98%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0+&tab=place#none
휴대폰성지 직폰 관악점,서울 관악구 관악로 212 관악프라자 117호,010-9246-1154,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%82%A8%ED%98%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0+&tab=place#none
참,서울 관악구 청림3길 10 서희스타힐스 1층,010-2222-7543,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%82%A8%ED%98%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0+&tab=place#none
서울대입구중고폰스토어 폰레스트,서울 관악구 남부순환로 1820 에그옐로우 지하1층 1054호,010-5524-0407,,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%82%A8%ED%98%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0+&tab=place#none
서울대입구 중고폰매입판매 에코폰 신림서울대입구역점,서울 관악구 남부순환로 1811 102호,010-9643-3315,,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%82%A8%ED%98%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0+&tab=place#none
