매장명,주소,전화번호,카테고리,카카오맵링크
휴대폰 성지 옆커폰 염창점,서울 강서구 양천로 683 주원리젠트 102동 1층 1호,010-7773-2131,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%97%BC%EC%B0%BD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
유이텔레콤,서울 강서구 양천로73가길 19 1층 102호,010-7557-8655,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%97%BC%EC%B0%BD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
폰살롱,서울 강서구 공항대로 557 등촌제이스카이 101동 근생 105호 폰살롱,010-8175-8011,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%97%BC%EC%B0%BD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
선불폰개통전문,서울 양천구 목동중앙본로30길 43 대명이튼캐슬2차 B동,010-9687-1987,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%97%BC%EC%B0%BD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 도매폰 목동점,서울 양천구 목동중앙로 97 청우빌딩 1층 102호,010-3946-9400,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%97%BC%EC%B0%BD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 청년폰 강서점,서울 강서구 강서로 391 문영비즈웍스 1층 102호,010-7933-2692,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%97%BC%EC%B0%BD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 목동역점,서울 양천구 목동로 210 타운빌딩 1층 103호,010-5554-8696,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%97%BC%EC%B0%BD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
잎슬,서울 영등포구 선유로49길 23 선유도역2차 아이에스비즈타워 1512호,010-4342-8122,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%97%BC%EC%B0%BD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
스타모바일 13호점,서울 강서구 곰달래로 181 엔에스월드타워 2동 103호,010-7702-0714,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%97%BC%EC%B0%BD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
당근폰,서울 강서구 강서로 409 엘리안 1층 105호,010-4459-1613,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%97%BC%EC%B0%BD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
