매장명,주소,전화번호,카테고리,카카오맵링크
Ok중고폰할인마트,서울 강서구 금낭화로 136 2층 225호,010-2221-1080,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%B0%A9%ED%99%94%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
천보통신 강서점,서울 강서구 양천로 87 대일빌딩 1층,010-4471-8007,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%B0%A9%ED%99%94%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
제로폰 방화역점,서울 강서구 금낭화로 135 금강프라자빌딩 1층 109호,010-8859-2221,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%B0%A9%ED%99%94%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
한울 서정점,서울 강서구 금낭화로 135 금강프라자빌딩 1층 103호,010-9752-7595,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%B0%A9%ED%99%94%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 옆커폰 신방화점,서울 강서구 마곡중앙5로 87 우성르보아투 1층 105호,010-7761-9777,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%B0%A9%ED%99%94%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 옆커폰 내발산점,서울 강서구 수명로 74 발산시티타워 1층 104호,010-9948-8401,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%B0%A9%ED%99%94%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울중고폰 폰당폰 마곡점,서울 강서구 공항대로 164 류마타워 4층 408호,010-8181-7131,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%B0%A9%ED%99%94%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 청년폰 강서점,서울 강서구 강서로 391 문영비즈웍스 1층 102호,010-7933-2692,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%B0%A9%ED%99%94%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 정직폰 강서점,서울 강서구 공항대로 261 발산파크프라자 1층 104호,010-3957-9694,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%B0%A9%ED%99%94%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
당근폰,서울 강서구 강서로 409 엘리안 1층 105호,010-4459-1613,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%B0%A9%ED%99%94%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
