매장명,주소,전화번호,카테고리,카카오맵링크
중고폰뱅크 서울상봉점,서울 중랑구 면목로92길 27 1층 102호,010-6447-8808,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%A4%91%EB%9E%91+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울휴대폰성지 옆커폰 신내점,서울 중랑구 신내로 65-2 1층,010-7635-9151,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%A4%91%EB%9E%91+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
중고나라 중화역점,서울 중랑구 동일로 771,010-6748-6667,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%A4%91%EB%9E%91+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
무진핸드폰매장,서울 중랑구 사가정로 385-1 1층,010-3351-4887,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%A4%91%EB%9E%91+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
핑크통신 중화역점,서울 중랑구 동일로 806 1층,010-8181-8281,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%A4%91%EB%9E%91+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
밴드폰 중랑구점,서울 중랑구 망우로 353 상봉프레미어스엠코 C동 1층 119호,010-9897-1008,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%A4%91%EB%9E%91+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 도매폰,서울 중랑구 용마산로 537 1층,010-5711-5874,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%A4%91%EB%9E%91+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
폰스테이지,서울 중랑구 동일로146길 17-52 1층,010-7350-5509,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%A4%91%EB%9E%91+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
명당,서울 중랑구 신내로17길 83 신내6단지아파트 상가동 1층 114호,010-3331-9899,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%A4%91%EB%9E%91+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
굿뉴스통신,서울 중랑구 상봉중앙로1길 12 세광빌딩 1층 2호,010-9925-5477,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%A4%91%EB%9E%91+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
진텔레콤,서울 중랑구 면목로35길 8 1층,010-7625-2150,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%A4%91%EB%9E%91+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
민텔레콤,서울 중랑구 상봉로11길 26 1층 1호,010-7626-4633,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%A4%91%EB%9E%91+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
영텔레콤,서울 중랑구 면목로74길 7 1층 2호,010-6390-7847,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%A4%91%EB%9E%91+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰반값창고 상봉점,서울 중랑구 면목로 481 1층,010-6868-9009,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%A4%91%EB%9E%91+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
우노,서울 중랑구 동일로130길 6 미소플러스 202호,010-2386-4432,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%A4%91%EB%9E%91+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
중화동휴대폰,서울 중랑구 동일로130길 25,010-9542-5453,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%A4%91%EB%9E%91+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
마이텔레콤,서울 중랑구 면목로44라길 2,010-3937-9757,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%A4%91%EB%9E%91+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
미쁨,서울 중랑구 상봉중앙로1길 12 1층 2호,010-6608-6166,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%A4%91%EB%9E%91+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
드림CTA 망우점,서울 중랑구 양원역로 20 신흥상가 1층 110호,010-2162-8888,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%A4%91%EB%9E%91+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
