매장명,주소,전화번호,카테고리,카카오맵링크
휴대폰성지 옆커폰 내발산점,서울 강서구 수명로 74 발산시티타워 1층 104호,010-9948-8401,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EC%84%9C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 청년폰 강서점,서울 강서구 강서로 391 문영비즈웍스 1층 102호,010-7933-2692,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EC%84%9C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
폰 화곡직영점,서울 강서구 강서로17다길 16-1 1층 1호,010-2375-3163,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EC%84%9C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 정직폰 강서점,서울 강서구 공항대로 261 발산파크프라자 1층 104호,010-3957-9694,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EC%84%9C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
더본모바일,서울 강서구 강서로 161 1층,010-2944-3016,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EC%84%9C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰 성지 옆커폰 염창점,서울 강서구 양천로 683 주원리젠트 102동 1층 1호,010-7773-2131,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EC%84%9C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
스타모바일 13호점,서울 강서구 곰달래로 181 엔에스월드타워 2동 103호,010-7702-0714,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EC%84%9C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 옆커폰 신방화점,서울 강서구 마곡중앙5로 87 우성르보아투 1층 105호,010-7761-9777,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EC%84%9C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
당근폰,서울 강서구 강서로 409 엘리안 1층 105호,010-4459-1613,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EC%84%9C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울중고폰 폰당폰 마곡점,서울 강서구 공항대로 164 류마타워 4층 408호,010-8181-7131,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EC%84%9C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
Ok중고폰할인마트,서울 강서구 금낭화로 136 2층 225호,010-2221-1080,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EC%84%9C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지,서울 강서구 화곡로26가길 18 청산타워2 1층 102호,010-2321-4889,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EC%84%9C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
위너 TFK 까치시장점,서울 강서구 강서로16길 30 1층,010-2641-2599,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EC%84%9C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
유이텔레콤,서울 강서구 양천로73가길 19 1층 102호,010-7557-8655,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EC%84%9C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
천보통신 강서점,서울 강서구 양천로 87 대일빌딩 1층,010-4471-8007,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EC%84%9C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
제로폰 방화역점,서울 강서구 금낭화로 135 금강프라자빌딩 1층 109호,010-8859-2221,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EC%84%9C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
한울 서정점,서울 강서구 금낭화로 135 금강프라자빌딩 1층 103호,010-9752-7595,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EC%84%9C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
폰살롱,서울 강서구 공항대로 557 등촌제이스카이 101동 근생 105호 폰살롱,010-8175-8011,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EC%84%9C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
선불폰개통전문,서울 양천구 목동중앙본로30길 43 대명이튼캐슬2차 B동,010-9687-1987,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EC%84%9C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 도매폰 목동점,서울 양천구 목동중앙로 97 청우빌딩 1층 102호,010-3946-9400,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EC%84%9C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 목동역점,서울 양천구 목동로 210 타운빌딩 1층 103호,010-5554-8696,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EC%84%9C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
소녀폰 목동오목교점,서울 양천구 오목로 345 목동슬로우스퀘어 B111호,010-3464-4995,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EC%84%9C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
킹선불폰,"서울 양천구 신정중앙로 104 102, 202호",010-9372-6087,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EC%84%9C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
지구로,서울 양천구 중앙로46길 42 1층,010-4000-0582,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EC%84%9C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 양천본점,서울 양천구 중앙로 237 맘모스빌딩 1층 103호,010-5613-8696,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EC%84%9C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
헬로폰,서울 양천구 지양로9길 11 3층,010-2434-7412,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EC%84%9C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 마세라폰,서울 양천구 남부순환로83길 47 목동센트럴아이파크위브4단지 상가동 2층 4-19호,010-9549-8946,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EC%84%9C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
현대모바일,서울 양천구 목동동로12길 52 1층,010-4836-8058,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EC%84%9C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
옆커폰 상암점,서울 마포구 월드컵북로 396 누리곰스퀘어 지하1층 B1078호,010-7747-2322,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EC%84%9C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
잎슬,서울 영등포구 선유로49길 23 선유도역2차 아이에스비즈타워 1512호,010-4342-8122,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EC%84%9C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
