매장명,주소,전화번호,카테고리,카카오맵링크
우리동네폰마트,서울 성북구 한천로 578 1층,010-8240-5628,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9B%94%EA%B3%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
제이텔레콤 공릉시장점,서울 노원구 동일로 1032 상가 1층,010-4632-0072,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9B%94%EA%B3%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
신텔레콤,서울 성북구 장위로 123 1층,010-7771-1184,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9B%94%EA%B3%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
장위시장 휴대폰마트,서울 성북구 돌곶이로27길 83 1층,010-5557-5442,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9B%94%EA%B3%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
폰스테이지,서울 중랑구 동일로146길 17-52 1층,010-7350-5509,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9B%94%EA%B3%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
핑크통신 중화역점,서울 중랑구 동일로 806 1층,010-8181-8281,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9B%94%EA%B3%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 월곡점,서울 성북구 오패산로 46 월곡두산위브아파트 상가동 110호,010-9123-6660,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9B%94%EA%B3%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
명당,서울 중랑구 신내로17길 83 신내6단지아파트 상가동 1층 114호,010-3331-9899,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9B%94%EA%B3%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
중고나라 중화역점,서울 중랑구 동일로 771,010-6748-6667,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9B%94%EA%B3%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
중고폰 아이폰수리 에코폰 미아점,서울 강북구 도봉로8길 21 2층,010-2400-9342,,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9B%94%EA%B3%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
우노,서울 중랑구 동일로130길 6 미소플러스 202호,010-2386-4432,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9B%94%EA%B3%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
중화동휴대폰,서울 중랑구 동일로130길 25,010-9542-5453,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9B%94%EA%B3%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
리온텔레콤,서울 성북구 종암로40길 36,010-9660-1665,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9B%94%EA%B3%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
