매장명,주소,전화번호,카테고리,카카오맵링크
소녀폰 강남신사역점,서울 강남구 강남대로152길 17 3층 301호,010-8019-5949,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
옆커폰 역삼점,서울 강남구 언주로 427 디오빌역삼 1층 111호,010-3358-0222,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
옆커폰 개포점,서울 강남구 개포로82길 9-15 영진빌딩 1층 104호,010-2345-3002,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 직폰 강남점,서울 강남구 선릉로 623 1층 104호,010-5473-7264,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
강남핸드폰성지,서울 강남구 테헤란로 101 강남역쇼핑센타 D-24호동,010-4868-5841,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
강남모바일,서울 강남구 광평로34길 35 강남더샵포레스트 상가동 지하층 108호,010-7777-5380,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
선불폰 누구나 당일개통,서울 강남구 테헤란로 116 동경빌딩 10층 1024호,010-2813-4600,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
강남핸드폰성지,서울 강남구 테헤란로4길 6 강남역센트럴푸르지오시티오피스텔 1층 B111호,010-5753-5882,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
선릉폰연금술사,서울 강남구 테헤란로 425 신일빌딩 5층 12호,010-2978-2904,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
애플선불폰,"서울 강남구 테헤란로 410 1,2층",010-6387-4596,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
올포원텔레콤 양재점,서울 강남구 남부순환로363길 12-9 1층 102호,010-2117-8200,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
이케이커머스,서울 강남구 테헤란로70길 12 H타워 402-에이1398호,010-5896-9019,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
강남엔젤폰,서울 강남구 개포로82길 9-15 영진빌딩 104호,010-7534-3002,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
이코노미컬 선릉점,서울 강남구 선릉로 431 에스케이허브오피스텔 1층 112호,010-3906-9396,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
오케이폰,서울 강남구 선릉로 669 상경빌딩 10층,010-4492-3360,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
스카이통신,서울 강남구 삼성로 221 혜성빌딩 1층 102호,010-9726-6663,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
키움컴퍼니,서울 강남구 강남대로 지하 396 C-3호,010-6543-2084,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 파인애플상가점,서울 송파구 올림픽로 119 잠실엘스 파인애플상가 1층 71호,010-5961-1704,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
알뜰폰매장,서울 서초구 강남대로6길 100-10 202호,010-4306-5265,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
청년폰 송파점,서울 송파구 올림픽로 119 잠실파인애플상가 지하1층 A86호,010-6218-7471,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
