매장명,주소,전화번호,카테고리,카카오맵링크
폰싸몰,"서울 구로구 구로동로 32 1층 101,102호",010-2248-0199,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%80%EB%A6%AC%EB%B4%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
드림통신,서울 구로구 우마길 13,010-5678-6555,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%80%EB%A6%AC%EB%B4%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 옆커폰 가산점,서울 금천구 벚꽃로36길 30 가산KS타워 1층 102호,010-9918-4550,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%80%EB%A6%AC%EB%B4%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
구로선불폰,서울 구로구 디지털로 273 1층,010-2933-1597,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%80%EB%A6%AC%EB%B4%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
가산휴대폰성지,서울 금천구 가산디지털1로 142 1층 113호,010-2423-9892,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%80%EB%A6%AC%EB%B4%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
오토텔레콤,서울 금천구 가산디지털1로 168 우림라이온스밸리 C동 1502호,010-8725-2718,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%80%EB%A6%AC%EB%B4%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
소녀폰 구로디지털역점,서울 구로구 시흥대로 557 2층,010-9729-4959,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%80%EB%A6%AC%EB%B4%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
선불폰은이지통신,서울 금천구 가산디지털1로 168 C동 1502호,010-5761-1425,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%80%EB%A6%AC%EB%B4%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
워니원선불폰,서울 금천구 가산디지털1로 168 우림라이온스밸리C동 1502호,010-2781-1838,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%80%EB%A6%AC%EB%B4%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
체리선불폰,서울 금천구 가산디지털1로 168 C동 1502호,010-3265-3824,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%80%EB%A6%AC%EB%B4%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
