매장명,주소,전화번호,카테고리,카카오맵링크
한성텔레콤,서울 관악구 대학12길 2 1층,010-7622-2758,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%82%BC%EC%84%B1%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 신림점,서울 관악구 신원로 22 1층,010-4838-3332,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%82%BC%EC%84%B1%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
더끌림컴퍼니,서울 관악구 난곡로 194 1층,010-8108-0800,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%82%BC%EC%84%B1%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
EJ통신,서울 관악구 난우길 36 1층,010-4015-3232,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%82%BC%EC%84%B1%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
난곡 폰마트,서울 관악구 난곡로 234 2호,010-2582-2738,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%82%BC%EC%84%B1%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
1996,서울 관악구 남부순환로 1722 한국공인중개사협회 1층 104호,010-4158-3995,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%82%BC%EC%84%B1%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
옆 커폰 신림점,서울 관악구 남부순환로 1597 1층 101호,010-4333-5222,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%82%BC%EC%84%B1%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
신림중고폰,서울 관악구 신림로 344 SK허브그린 1층 136호,010-8560-3521,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%82%BC%EC%84%B1%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
알파선불폰,서울 관악구 남부순환로 1685,010-6837-8282,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%82%BC%EC%84%B1%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
폰사요몰 신림직영점,서울 관악구 신림로 344 8층 817호,010-5176-8100,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%82%BC%EC%84%B1%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울대입구 중고폰매입판매 에코폰 신림서울대입구역점,서울 관악구 남부순환로 1811 102호,010-9643-3315,,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%82%BC%EC%84%B1%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울대입구중고폰스토어 폰레스트,서울 관악구 남부순환로 1820 에그옐로우 지하1층 1054호,010-5524-0407,,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%82%BC%EC%84%B1%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰마트,서울 관악구 봉천로 230,010-2787-3990,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%82%BC%EC%84%B1%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 직폰 관악점,서울 관악구 관악로 212 관악프라자 117호,010-9246-1154,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%82%BC%EC%84%B1%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
금원환전소휴대폰,서울 관악구 신사로10길 11,010-4168-8288,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%82%BC%EC%84%B1%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰할인마트,서울 금천구 금하로23길 14 1층,010-9787-4257,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%82%BC%EC%84%B1%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
