매장명,주소,전화번호,카테고리,카카오맵링크
옆커폰 서초점,서울 서초구 서초대로 240 동일하이빌 지하1층 비13호,010-8165-5555,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
알뜰폰매장,서울 서초구 강남대로6길 100-10 202호,010-4306-5265,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
왕싸다통신,서울 서초구 효령로 304 국제전자센터 3층 3011호,010-4786-5071,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
밴드폰 서초구점,"서울 서초구 효령로 304 국제전자센터 3층 3132, 3133호",010-9847-1006,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰파크 서초성지점,서울 서초구 효령로 304 국제전자센터 3층,010-4786-5071,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
현 텔레콤,서울 서초구 서초대로 240 동일하이빌 지하 1층 13호,010-8165-5555,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서래대박통신,서울 서초구 효령로 304 국제전자센터 3동 37층 38호,010-9868-9989,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
와요모바일,서울 서초구 효령로 304 3층 70호,010-9843-4311,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
퍼스트폰,서울 서초구 서초대로78길 42 현대기림오피스텔 907호,010-5913-7125,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
올포원텔레콤 양재점,서울 강남구 남부순환로363길 12-9 1층 102호,010-2117-8200,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
강남핸드폰성지,서울 강남구 테헤란로4길 6 강남역센트럴푸르지오시티오피스텔 1층 B111호,010-5753-5882,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
선불폰 누구나 당일개통,서울 강남구 테헤란로 116 동경빌딩 10층 1024호,010-2813-4600,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
강남핸드폰성지,서울 강남구 테헤란로 101 강남역쇼핑센타 D-24호동,010-4868-5841,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
옆커폰 역삼점,서울 강남구 언주로 427 디오빌역삼 1층 111호,010-3358-0222,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
키움컴퍼니,서울 강남구 강남대로 지하 396 C-3호,010-6543-2084,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
옆커폰 개포점,서울 강남구 개포로82길 9-15 영진빌딩 1층 104호,010-2345-3002,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 직폰 강남점,서울 강남구 선릉로 623 1층 104호,010-5473-7264,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
애플선불폰,"서울 강남구 테헤란로 410 1,2층",010-6387-4596,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
이코노미컬 선릉점,서울 강남구 선릉로 431 에스케이허브오피스텔 1층 112호,010-3906-9396,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
선릉폰연금술사,서울 강남구 테헤란로 425 신일빌딩 5층 12호,010-2978-2904,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
이케이커머스,서울 강남구 테헤란로70길 12 H타워 402-에이1398호,010-5896-9019,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
스카이통신,서울 강남구 삼성로 221 혜성빌딩 1층 102호,010-9726-6663,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
강남엔젤폰,서울 강남구 개포로82길 9-15 영진빌딩 104호,010-7534-3002,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
소녀폰 강남신사역점,서울 강남구 강남대로152길 17 3층 301호,010-8019-5949,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
오케이폰,서울 강남구 선릉로 669 상경빌딩 10층,010-4492-3360,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
노란마켓 사당점,서울 동작구 동작대로3길 32 1층,010-7559-2597,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
앤텔레콤 선불폰,서울 관악구 승방3가길 10 2층 306호,010-2959-8844,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 파인애플상가점,서울 송파구 올림픽로 119 잠실엘스 파인애플상가 1층 71호,010-5961-1704,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
청년폰 송파점,서울 송파구 올림픽로 119 잠실파인애플상가 지하1층 A86호,010-6218-7471,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
중고폰 에코폰 공덕역점,서울 동작구 사당로30길 159 3층,010-2980-2312,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
소녀폰 잠실점,서울 송파구 올림픽로 289 잠실시그마타워 지하1층 103호,010-5726-4959,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
강남모바일,서울 강남구 광평로34길 35 강남더샵포레스트 상가동 지하층 108호,010-7777-5380,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
위프,서울 동작구 동작대로29길 8 1층,010-2063-1774,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
도매폰센터,서울 동작구 동작대로29길 110,010-8997-3475,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 잠실점,서울 송파구 올림픽로 130 1층,010-2517-9994,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
앤텔레콤 관악점,서울 관악구 남부순환로247길 23 3층,010-3488-7429,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
우리동네성지,서울 관악구 인헌길 36 103호,010-5854-3048,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
새내모바일,서울 송파구 올림픽로 119 파인애플상가 1층 A91~A92호,010-8359-5323,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
에코폰 잠실점,서울 송파구 백제고분로7길 49 쌍용더플래티넘 3층 308호,010-3308-8993,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
이오모바일,서울 송파구 석촌호수로12길 28 1층 104호,010-9134-2533,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지,서울 송파구 백제고분로33길 9 1층,010-5549-6139,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
파인애플통신,서울 송파구 올림픽로 119 상가 1층 82호,010-7645-9010,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
청춘대길,서울 동작구 사당로 220 1층,010-6789-7560,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
새내폰마트,서울 송파구 석촌호수로 61 트리지움 상가 지하1층 122호 새내폰마트,010-9770-9010,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지,서울 송파구 백제고분로40길 16 1층 3호,010-8788-4980,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 직폰 관악점,서울 관악구 관악로 212 관악프라자 117호,010-9246-1154,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
제이비통신,서울 송파구 올림픽로 145 리센츠상가 지하1층 A47호,010-7931-2251,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
성지요 옥수점,서울 성동구 독서당로 228 201호,010-7600-7940,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
중고폰뱅크 서울건대점,서울 광진구 능동로 87 1층 113호,010-3988-9799,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
폰무원,서울 동작구 현충로 108 2층,010-6663-9929,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
아마드모바일,서울 용산구 우사단로10길 3,010-5246-4082,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
앤텔레콤 선불유심 개통센터 건대점,서울 광진구 아차산로30길 31 3층 앤텔레콤,010-2800-2884,,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
참,서울 관악구 청림3길 10 서희스타힐스 1층,010-2222-7543,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 폰통령 광진,서울 광진구 뚝섬로 644 1동 1층 102호,010-5564-4125,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
은하수선불폰,서울 송파구 백제고분로 383,010-3499-1008,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
노란마켓 잠실점,서울 송파구 올림픽로35길 124 장미종합상가 A동 2층 213-1호,010-7509-2704,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울대입구 중고폰매입판매 에코폰 신림서울대입구역점,서울 관악구 남부순환로 1811 102호,010-9643-3315,,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
건대중고폰 퐁구폰,서울 광진구 능동로11길 8-5 4층 401호,010-5063-8784,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
바다통신,서울 광진구 아차산로30길 31 3층,010-2427-9796,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울대입구중고폰스토어 폰레스트,서울 관악구 남부순환로 1820 에그옐로우 지하1층 1054호,010-5524-0407,,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
토스텔레콤,서울 광진구 자양로 67 조나단빌딩 302호,010-2832-8492,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
건대선불폰개통센터,서울 광진구 아차산로27길 13-1,010-2940-9606,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
앤텔레콤 개통센터,서울 성동구 상원6길 8 지하1층 F23호,010-6868-6601,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 청년폰 용산점,서울 용산구 한강대로 115 지하1층 108호,010-4010-6604,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
알뜰폰매장개통인터넷개통은해피폰,서울 송파구 올림픽로35길 112 장미아파트 비상가 2동 1층 126호,010-7411-8099,,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
미남폰,서울 송파구 올림픽로32길 37-4 삼정빌딩202호,010-9896-9014,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
과천텔레콤,경기 과천시 별양상가2로 20 새서울프라자 1층 40호,010-4671-5130,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
테슬라선불폰,서울 송파구 오금로 81 씨젠송파빌딩 10층,010-2887-3779,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
또오세요선불폰,서울 송파구 오금로13길 9 석정빌딩 5층 5592호,010-2779-6867,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%B4%88%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
