매장명,주소,전화번호,카테고리,카카오맵링크
휴대폰성지 직폰 개봉점,서울 구로구 남부순환로97길 3 KS프리미어빌딩 1층 102호,010-4766-6878,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%9C%EB%B4%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰할인마트,서울 구로구 경인로35길 32 1층,010-9030-3848,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%9C%EB%B4%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
준텔레콤,서울 구로구 고척로30길 15 1층,010-4622-6731,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%9C%EB%B4%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
테크모바일,서울 구로구 경인로 240 102동 104호,010-2049-3437,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%9C%EB%B4%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
고척통신,서울 구로구 중앙로10길 21 1층,010-5500-4411,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%9C%EB%B4%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
크로앙스 핸드폰매장 일성,경기 광명시 오리로 970 지하1층,010-4003-7910,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%9C%EB%B4%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
옆 커폰 광명사거리점,경기 광명시 광명로 834 광명 퍼스트 스위첸 1층 110호,010-2737-3929,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%9C%EB%B4%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 청년폰 광명점,경기 광명시 광명로 877 한진타운 상가 A동 1층 1115호,010-4176-6604,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%9C%EB%B4%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
핸드폰성지 폰당포 가산점,서울 금천구 가산디지털1로 212 코오롱디지털타워애스턴 1동 4층 405-5호,010-9541-7131,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%9C%EB%B4%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 구로프로모바일,서울 구로구 구로중앙로 229 월드프라자 1층 17호 휴대폰성지 구로 프로모바일,010-9998-2155,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%9C%EB%B4%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 옆커폰 가산점,서울 금천구 벚꽃로36길 30 가산KS타워 1층 102호,010-9918-4550,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%9C%EB%B4%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
폰싸몰,"서울 구로구 구로동로 32 1층 101,102호",010-2248-0199,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%9C%EB%B4%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 양천본점,서울 양천구 중앙로 237 맘모스빌딩 1층 103호,010-5613-8696,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%9C%EB%B4%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
오토텔레콤,서울 금천구 가산디지털1로 168 우림라이온스밸리 C동 1502호,010-8725-2718,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%9C%EB%B4%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
가산휴대폰성지,서울 금천구 가산디지털1로 142 1층 113호,010-2423-9892,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%9C%EB%B4%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
워니원선불폰,서울 금천구 가산디지털1로 168 우림라이온스밸리C동 1502호,010-2781-1838,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%9C%EB%B4%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
선불폰은이지통신,서울 금천구 가산디지털1로 168 C동 1502호,010-5761-1425,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%9C%EB%B4%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
체리선불폰,서울 금천구 가산디지털1로 168 C동 1502호,010-3265-3824,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%9C%EB%B4%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
모두통신,서울 금천구 가산디지털1로 168 우림라이온스밸리 C동,010-9945-6142,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%9C%EB%B4%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
더유명,서울 구로구 구로동로28길 86 1층,010-5747-0568,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%9C%EB%B4%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
드림통신,서울 구로구 우마길 13,010-5678-6555,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%9C%EB%B4%89%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
