매장명,주소,전화번호,카테고리,카카오맵링크
옆커폰성지 왕십리점,서울 중구 난계로 151 1층 104호,010-8050-9020,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%9A%B8+%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
옆커폰 역삼점,서울 강남구 언주로 427 디오빌역삼 1층 111호,010-3358-0222,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%9A%B8+%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
옆커폰 청파점,서울 용산구 청파로 333 홍신빌딩 1층 106~107호,010-4223-5305,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%9A%B8+%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
옆커폰 답십리점,서울 동대문구 답십리로 108 1층,010-4375-4959,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%9A%B8+%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
옆커폰 서초점,서울 서초구 서초대로 240 동일하이빌 지하1층 비13호,010-8165-5555,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%9A%B8+%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
휴대폰성지 옆커폰 내발산점,서울 강서구 수명로 74 발산시티타워 1층 104호,010-9948-8401,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%9A%B8+%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
옆커폰 쌍문점,서울 도봉구 시루봉로 64 261센타 1층 103호,010-3395-1164,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%9A%B8+%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
옆커폰 군자점,서울 광진구 군자로 80 1층,010-4902-2836,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%9A%B8+%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
옆커폰 상일점,서울 강동구 고덕로 391 1층,010-5864-1356,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%9A%B8+%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
옆커폰 상암점,서울 마포구 월드컵북로 396 누리곰스퀘어 지하1층 B1078호,010-7747-2322,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%9A%B8+%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
옆커폰 시흥점,서울 금천구 금하로 619 1층,010-5609-1128,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%9A%B8+%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
옆커폰 길음점,서울 강북구 솔샘로67길 137 1층,010-2891-0730,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%9C%EC%9A%B8+%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
