매장명,주소,전화번호,카테고리,카카오맵링크
휴대폰성지 직폰 강남점,서울 강남구 선릉로 623 1층 104호,010-5473-7264,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
강남핸드폰성지,서울 강남구 테헤란로 101 강남역쇼핑센타 D-24호동,010-4868-5841,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
강남핸드폰성지,서울 강남구 테헤란로4길 6 강남역센트럴푸르지오시티오피스텔 1층 B111호,010-5753-5882,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
휴대폰성지 파인애플상가점,서울 송파구 올림픽로 119 잠실엘스 파인애플상가 1층 71호,010-5961-1704,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
휴대폰성지 잠실점,서울 송파구 올림픽로 130 1층,010-2517-9994,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
휴대폰성지,서울 송파구 백제고분로33길 9 1층,010-5549-6139,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
휴대폰성지,서울 송파구 백제고분로40길 16 1층 3호,010-8788-4980,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
휴대폰성지 폰통령 광진,서울 광진구 뚝섬로 644 1동 1층 102호,010-5564-4125,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
바른 성지,서울 광진구 광나루로56길 85 테크노마트21 6층 A018호,010-4362-2925,통신판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
성지요 옥수점,서울 성동구 독서당로 228 201호,010-7600-7940,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
휴대폰파크 서초성지점,서울 서초구 효령로 304 국제전자센터 3층,010-4786-5071,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
강남모바일,서울 강남구 광평로34길 35 강남더샵포레스트 상가동 지하층 108호,010-7777-5380,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
한화생명금융서비스 강남중앙지점,서울 강남구 논현로 507 성지하이츠3차빌딩,010-9789-1108,,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
미작뷰티&아카데미 강남본원,서울 강남구 테헤란로 147 성지하이츠2차 16층,010-9349-0034,미용,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
카우베이프,"서울 강남구 논현로 507 성지하이츠3차빌딩 지하1층 3,4호",010-2581-3799,전자담배,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
홍콩507,서울 강남구 테헤란로 147 성지하이츠2 지하1층 10~11호,010-2705-5070,중식,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
라이브볼키친,서울 강남구 테헤란로 147 성지하이츠2차 지하1층,010-6683-9201,샐러드,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
아지트포유 속눈썹 선릉본점,서울 강남구 테헤란로 313 성지하이츠1 1층 109호,010-4459-1484,미용,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
킷커피,서울 강남구 테헤란로 147 성지하이츠 II 2동 지상1층 102호,010-2532-1753,커피전문점,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
한국가족소통연구소,서울 강남구 테헤란로 313 성지하이츠1 1609호,010-3483-0282,심리상담소,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
서우세무회계,서울 강남구 테헤란로 147 성지하이츠2 3층 301호,010-7142-9394,세무사사무소,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
박동환 세무회계,서울 강남구 테헤란로 147 성지하이츠2 3층 301~302호,010-9478-3735,세무사사무소,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
미엘리뷰티 슈가링왁싱&속눈썹& 스킨플래닝,서울 강남구 논현로 623 성지빌딩 지하1층,010-7321-5523,,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
손끝감성네일,서울 강남구 테헤란로 147 성지하이츠2차 지하1층 12호,010-4413-2099,네일샵,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
신사유람단,서울 강남구 논현로 507 성지하이츠3차빌딩 1903호,010-4800-0213,모바일,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
알케미스트,서울 강남구 논현로 507 성지하이츠3차빌딩 11층 1111호,010-9270-0027,부동산서비스,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
제이슨토익,서울 강남구 논현로 507 성지하이츠빌딩,010-2054-7757,영어학원,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
스파크네스트,서울 강남구 테헤란로 147 성지하이츠2 14층 1410호,010-8793-6739,영어학원,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
김의주행정사사무소,서울 강남구 테헤란로 147 성지하이츠2차 11층 1113호,010-3540-6508,행정사,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
세무회계 동천,서울 강남구 테헤란로 313 성지하이츠1 1동 916호,010-2844-3901,세무사사무소,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
김앤이합동법무사사무소,서울 광진구 자양로 126 성지하이츠 5층 609호,010-2373-7710,법무사,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
성한건축사사무소,서울 광진구 자양로 126 성지하이츠 1009호,010-5317-8966,"건축설계,컨설팅",https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
엔젤스맘 광진성동지사,서울 광진구 자양로 126 성지하이츠 811호,010-7648-3591,산모도우미,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
카이심리상담센터,서울 광진구 자양로 126 성지하이츠 903호,010-5289-8409,심리상담소,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
골프맨,서울 광진구 자양로 126 성지하이츠 1008호,010-7569-8289,여행사,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
D&Z커뮤니케이션,서울 서초구 방배로 89 성지빌딩 301호,010-9122-0829,"광고기획,광고대행",https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%EC%84%B1%EC%A7%80&tab=place#none
