매장명,주소,전화번호,카테고리,카카오맵링크
휴대폰성지 옆커폰 응암백련산점,서울 은평구 응암로 243,010-6507-8816,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
청춘대길 응암점,서울 은평구 은평로3길 6 역촌빌딩 1층,010-4696-7560,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지,서울 은평구 갈현로 25 1층,010-7367-8682,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰면세점,서울 은평구 은평로 240 힐스테이트녹번역 상가동 1층 338호,010-4677-7910,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
중고폰에코폰 연신내점,서울 은평구 연서로28길 6 2층,010-5683-1661,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 밴드폰 은평점,서울 은평구 수색로 217 DMC자이1단지아파트 1층 116호,010-8885-1050,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
은평구휴대폰성지,서울 은평구 녹번로 37 1층,010-4377-1544,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
비교누리,서울 은평구 갈현로 47 1층 1호,010-2492-2584,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 옆커폰 응암역점,서울 은평구 은평로 82 해태드림타운 1층 126~127호,010-8095-5991,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
무조건선불폰개통,서울 은평구 증산로 471-6 3층,010-4274-8956,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
은평구성지,서울 은평구 수색로 217 디엠씨자이1단지 1층 116호,010-3820-7688,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰할인매장,서울 은평구 진관3로 77 918동 상가 1층 106호,010-4231-5319,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
엘케이텔레콤,서울 은평구 불광로 48 1층 (코너),010-5838-8500,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
에스비커머스,서울 은평구 진흥로1나길 2 상운빌딩 1층 104호,010-9669-9016,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
에이치디마케팅 은평점,서울 은평구 수색로 217 1층 116호,010-8885-1050,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
JC정보기술,서울 은평구 가좌로 233 폴리프라자1 1층 101호,010-8800-4342,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
청춘대길 남가좌점,서울 서대문구 증가로 132 1층,010-4658-7560,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 옆커폰 남가좌점,서울 서대문구 거북골로 120 DMC센트레빌 상가1동 지하2층 1-3 A호,010-7697-1749,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
옆커폰 상암점,서울 마포구 월드컵북로 396 누리곰스퀘어 지하1층 B1078호,010-7747-2322,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
LS모바일 3호점,서울 종로구 통일로12길 58-2,010-7321-2435,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
소녀폰 종각역점,서울 종로구 종로 65 장안빌딜 3층 302호,010-9501-4959,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
자폰자득,서울 마포구 월드컵북로 361 14층,010-2307-9562,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 청년폰 신촌점,서울 서대문구 신촌로 109 신촌르메이에르타운5 지하1층 109-2호,010-8477-7661,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
옆 커폰 이대역점,서울 마포구 신촌로 190 대연빌딩 1-2층,010-5808-9872,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
소녀폰 공덕역점,서울 마포구 만리재로 14 르네상스타워 지하상가 지하1층 B103호,010-8343-9752,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
에코페이 알뜰폰 선불폰 유심매장,서울 마포구 양화로 156 LG팰리스빌딩 지하1층 109호,010-9751-1964,,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
옆커폰 청파점,서울 용산구 청파로 333 홍신빌딩 1층 106~107호,010-4223-5305,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 옆커폰 광흥창역점,서울 마포구 서강로 51 와우빌딩 1층,010-8022-3588,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
청춘대길 지축점,경기 고양시 덕양구 지축1로 73 101호,010-2223-7560,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
도매폰마트,경기 고양시 덕양구 지축로 62 아인시티 1층 109호,010-2228-2440,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
폰싼집 합정본점,서울 마포구 양화로 45 몰동 상가 1층 119호,010-5656-7074,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
중고폰 에코폰 신촌점,서울 서대문구 신촌로 109 신촌르메이에르타운5 지하1층 107호,010-3049-7127,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지,서울 마포구 백범로31길 7 101동 B112호,010-7650-5951,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰아울렛,서울 마포구 월드컵로 87 마포로얄프라자 1층 109-2호,010-5570-2191,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지,서울 마포구 양화로 26 KCC엠파이어리버 1층 101호,010-2282-9892,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
나바인터내셔널,서울 중구 세종대로 86 1층,010-4340-5202,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
케이모바일,경기 고양시 덕양구 도래울로 85 도래울센트럴더포레 2단지 상가1동 106호,010-9325-1983,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
폰테크,서울 중구 세종대로 119,010-8029-5806,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
종로모바일,서울 종로구 돈화문로5가길 33 1층 3호,010-7206-1198,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
모바일제이,경기 고양시 덕양구 동산2로 1 현대프라자 1층 102호,010-8696-9295,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
청춘대길 삼송 하나로마트점,경기 고양시 덕양구 동송로 20 1층,010-3105-7138,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
소녀폰 성신여대점,서울 성북구 동소문로20다길 2 3층,010-6535-4959,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
더원,서울 중구 세종대로 86 1층,010-4340-5202,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
에이치와이모바일,경기 고양시 덕양구 도래울로 85 도래울센트럴더포레 상가동 1층 106호,010-4233-3498,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
링크코리아,서울 중구 퇴계로12길 42 화평빌딩 2층,010-4791-1581,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
여왕선불폰,서울 종로구 창경궁로 283 3층,010-9235-8330,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
일산휴대폰성지 도매폰센타,경기 고양시 덕양구 삼송로 12 반도유스퀘어 1층 114호 도매폰센타,010-8484-9499,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
중직한사람들 고양점,경기 고양시 덕양구 삼송로139번길 1,010-2221-1080,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지BB,서울 용산구 청파로45길 8-1 1층,010-2000-9300,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
월드선불폰,서울 마포구 마포대로 122 209호,010-3292-8388,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
아이투폰 충무로점,서울 중구 퇴계로 204 1층,010-2198-8524,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
체크텔레콤,서울 용산구 청파로 333,010-6552-7581,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰성지 따르릉통신 원흥역점,경기 고양시 덕양구 권율대로 671 원흥역 푸르지오 근린생활시설 1층 121호,010-2385-3941,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
오성온통신,경기 고양시 덕양구 원흥3로 16 4층 402-B12호,010-4231-5319,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
빅윈,경기 고양시 덕양구 권율대로 672 봄오피스텔 114호,010-4911-7754,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰아울렛,서울 성북구 동소문로13길 37 1층,010-8287-7206,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
블레스유니버셜,서울 종로구 종로 226 송화빌딩 1층,010-5888-5235,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
휴대폰 성지 옆커폰 염창점,서울 강서구 양천로 683 주원리젠트 102동 1층 1호,010-7773-2131,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
0원휴대폰 평화시장점,서울 종로구 청계천로 261 1층,010-5888-2085,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
제이엠모바일,경기 고양시 덕양구 중앙로 439 1층 104호,010-6772-7953,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
좋은선택 신원점,경기 고양시 덕양구 권율대로 885 태웅프라자 1층 110호,010-5720-3614,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
유이텔레콤,서울 강서구 양천로73가길 19 1층 102호,010-7557-8655,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
에이치선불폰,서울 성북구 아리랑로 3 3층,010-2500-0197,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
샴푸폰나라,서울 종로구 종로 266 동대문종합시장 D동 1층 110호,010-2006-8822,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
중고폰사구팔구,서울 성북구 동소문로20나길 9 명성빌딩 지하1층,010-8411-2523,휴대폰판매,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
